,G8H,pG8H,pCPR,CPR,Predicted_stric_production
947,Opum,RPL15B,URE2,Rse,-1.5866940443791044
948,Opum,RPL15B,URE2,Clo,-1.5866940443791044
949,Opum,RPL15B,URE2,Aan,-1.5866940443791044
950,Opum,RPL15B,URE2,Ahu,-1.5866940443791044
951,Opum,RPL15B,URE2,Cro,-1.5866940443791044
952,Opum,RPL15B,URE2,Cac,-1.5866940443791044
953,Opum,RPL15B,URE2,Cpo,-1.5866940443791044
954,Opum,RPL15B,URE2,Ani,-1.5866940443791044
955,Vmin,RPL15B,URE2,Cpo,-1.7109678415392864
956,Vmin,RPL15B,URE2,Aan,-1.7109678415392864
957,Vmin,RPL15B,URE2,Ara,-1.7109678415392864
958,Vmin,RPL15B,URE2,Rse,-1.7109678415392864
959,Vmin,RPL15B,URE2,Ahu,-1.7109678415392864
960,Vmin,RPL15B,URE2,Ani,-1.7109678415392864
961,Vmin,RPL15B,URE2,Oeu,-1.7109678415392864
962,Cacu,PCK1,URE2,Ani,-1.775206096659602
963,Cacu,PCK1,URE2,Ara,-1.775206096659602
964,Cacu,PCK1,URE2,Clo,-1.775206096659602
965,Cacu,PCK1,URE2,Rse,-1.775206096659602
966,Cacu,PCK1,URE2,Cac,-1.775206096659602
967,Cacu,PCK1,URE2,Cpo,-1.775206096659602
968,Opum,CYC1,MLS1,Ara,-1.799352730100697
969,Opum,CYC1,MLS1,Cro,-1.799352730100697
970,Opum,CYC1,MLS1,Aan,-1.799352730100697
971,Opum,CYC1,MLS1,Clo,-1.799352730100697
972,Opum,CYC1,MLS1,Rse,-1.799352730100697
973,Opum,CYC1,MLS1,Ahu,-1.799352730100697
974,Opum,CYC1,MLS1,Ani,-1.799352730100697
975,Opum,CYC1,MLS1,Cac,-1.799352730100697
976,Opum,CYC1,MLS1,Oeu,-1.799352730100697
977,Opum,CYC1,MLS1,Cpo,-1.799352730100697
978,Ccal,RPL15B,MLS1,Ani,-1.840388659259549
979,Ccal,RPL15B,MLS1,Cpo,-1.840388659259549
980,Ccal,RPL15B,MLS1,Oeu,-1.840388659259549
981,Ccal,RPL15B,MLS1,Cro,-1.840388659259549
982,Ccal,RPL15B,MLS1,Clo,-1.840388659259549
983,Ccal,RPL15B,MLS1,Cac,-1.840388659259549
984,Rsep,RPL15B,TPI1,Oeu,-2.2431867681097266
985,Rsep,RPL15B,TPI1,Cpo,-2.2431867681097266
986,Rsep,RPL15B,TPI1,Clo,-2.2431867681097266
987,Rsep,RPL15B,TPI1,Cro,-2.2431867681097266
988,Rsep,RPL15B,TPI1,Cac,-2.2431867681097266
989,Rsep,RPL15B,TPI1,Ani,-2.2431867681097266
990,Rsep,RPL15B,TPI1,Rse,-2.2431867681097266
991,Rsep,RPL15B,TPI1,Ara,-2.2431867681097266
992,Rsep,RPL15B,TPI1,Aan,-2.2431867681097266
993,Opum,RPL15B,MLS1,Oeu,-2.261569890906145
994,Opum,RPL15B,MLS1,Cac,-2.261569890906145
995,Opum,RPL15B,MLS1,Ahu,-2.261569890906145
996,Opum,RPL15B,MLS1,Rse,-2.261569890906145
997,Opum,RPL15B,MLS1,Clo,-2.261569890906145
998,Opum,RPL15B,MLS1,Aan,-2.261569890906145
999,Opum,RPL15B,MLS1,Cro,-2.261569890906145
1000,Opum,RPL15B,MLS1,Cpo,-2.261569890906145
1001,Cro,RPL15B,MLS1,Oeu,-2.389616952235329
1002,Cro,RPL15B,MLS1,Cac,-2.389616952235329
1003,Cro,RPL15B,MLS1,Cro,-2.389616952235329
1004,Cro,RPL15B,MLS1,Aan,-2.389616952235329
1005,Cro,RPL15B,MLS1,Ara,-2.389616952235329
1006,Cro,RPL15B,MLS1,Rse,-2.389616952235329
1007,Cro,RPL15B,MLS1,Ahu,-2.389616952235329
1008,Cro,RPL15B,MLS1,Ani,-2.389616952235329
1009,Cro,RPL15B,MLS1,Cpo,-2.389616952235329
1010,Smus,RPL15B,URE2,Ara,-2.558388577045214
1011,Smus,RPL15B,URE2,Clo,-2.558388577045214
1012,Smus,RPL15B,URE2,Rse,-2.558388577045214
1013,Smus,RPL15B,URE2,Ani,-2.558388577045214
1014,Smus,RPL15B,URE2,Cro,-2.558388577045214
1015,Smus,RPL15B,URE2,Cac,-2.558388577045214
1016,Smus,RPL15B,URE2,Oeu,-2.558388577045214
1017,Smus,RPL15B,URE2,Cpo,-2.558388577045214
1018,Smus,RPL15B,URE2,Aan,-2.558388577045214
1019,Ccal,RPL15B,URE2,Oeu,-2.8234422699631168
1020,Ccal,RPL15B,URE2,Cro,-2.8234422699631168
1021,Ccal,RPL15B,URE2,Aan,-2.8234422699631168
1022,Ccal,RPL15B,URE2,Ara,-2.8234422699631168
1023,Ccal,RPL15B,URE2,Clo,-2.8234422699631168
1024,Ccal,RPL15B,URE2,Ahu,-2.8234422699631168
1025,Ccal,RPL15B,URE2,Ani,-2.8234422699631168
1026,Ccal,RPL15B,URE2,Cac,-2.8234422699631168
1027,Ccal,RPL15B,URE2,Cpo,-2.8234422699631168
1028,Cacu,CYC1,TPI1,Ara,-3.1984081709664807
1029,Cacu,CYC1,TPI1,Rse,-3.1984081709664807
1030,Cacu,CYC1,TPI1,Aan,-3.1984081709664807
1031,Cacu,CYC1,TPI1,Cro,-3.1984081709664807
1032,Cacu,CYC1,TPI1,Ahu,-3.1984081709664807
1033,Cacu,CYC1,TPI1,Ani,-3.1984081709664807
1034,Cacu,CYC1,TPI1,Cac,-3.1984081709664807
1035,Cacu,CYC1,TPI1,Oeu,-3.1984081709664807
1036,Cacu,CYC1,TPI1,Clo,-3.1984081709664807
1037,Cacu,CYC1,TPI1,Cpo,-3.1984081709664807
1038,Cacu,RPL15B,URE2,Oeu,-3.482780469894305
1039,Cacu,RPL15B,URE2,Ahu,-3.482780469894305
1040,Cacu,RPL15B,URE2,Ani,-3.482780469894305
1041,Cacu,RPL15B,URE2,Rse,-3.482780469894305
1042,Cacu,RPL15B,URE2,Clo,-3.482780469894305
1043,Cacu,RPL15B,URE2,Ara,-3.482780469894305
1044,Cacu,RPL15B,URE2,Aan,-3.482780469894305
1045,Cacu,RPL15B,URE2,Cro,-3.482780469894305
1046,Cacu,RPL15B,URE2,Cpo,-3.482780469894305
1047,Cacu,RPL15B,URE2,Cac,-3.482780469894305
1048,Cro,RPL15B,URE2,Clo,-3.7275348393538295
1049,Cro,RPL15B,URE2,Cpo,-3.7275348393538295
1050,Cro,RPL15B,URE2,Rse,-3.7275348393538295
1051,Cro,RPL15B,URE2,Cro,-3.7275348393538295
1052,Cro,RPL15B,URE2,Aan,-3.7275348393538295
1053,Cro,RPL15B,URE2,Ani,-3.7275348393538295
1054,Cro,RPL15B,URE2,Oeu,-3.7275348393538295
1055,Cro,RPL15B,URE2,Cac,-3.7275348393538295
1056,Cro,RPL15B,URE2,Ara,-3.7275348393538295
1057,Rsep,PCK1,TPI1,Aan,-3.9954270257695583
1058,Rsep,PCK1,TPI1,Ahu,-3.9954270257695583
1059,Rsep,PCK1,TPI1,Cpo,-3.9954270257695583
1060,Rsep,PCK1,TPI1,Oeu,-3.9954270257695583
1061,Rsep,PCK1,TPI1,Cac,-3.9954270257695583
1062,Rsep,PCK1,TPI1,Ani,-3.9954270257695583
1063,Rsep,PCK1,TPI1,Rse,-3.9954270257695583
1064,Rsep,PCK1,TPI1,Cro,-3.9954270257695583
1065,Rsep,PCK1,TPI1,Clo,-3.9954270257695583
1066,Rsep,PCK1,TPI1,Ara,-3.9954270257695583
1067,Smus,RPL15B,CCW12,Cro,-4.420806239454844
1068,Smus,RPL15B,CCW12,Cac,-4.420806239454844
1069,Smus,RPL15B,CCW12,Ahu,-4.420806239454844
1070,Smus,RPL15B,CCW12,Rse,-4.420806239454844
1071,Smus,RPL15B,CCW12,Oeu,-4.420806239454844
1072,Smus,RPL15B,CCW12,Clo,-4.420806239454844
1073,Cro,RPL15B,TPI1,Ara,-4.619146544996667
1074,Cro,RPL15B,TPI1,Aan,-4.619146544996667
1075,Cro,RPL15B,TPI1,Ahu,-4.619146544996667
1076,Cro,RPL15B,TPI1,Clo,-4.619146544996667
1077,Cro,RPL15B,TPI1,Rse,-4.619146544996667
1078,Cro,RPL15B,TPI1,Cro,-4.619146544996667
1079,Cro,RPL15B,TPI1,Cac,-4.619146544996667
1080,Cro,RPL15B,TPI1,Oeu,-4.619146544996667
1081,Cro,RPL15B,TPI1,Cpo,-4.619146544996667
1082,Cacu,ENO2,MLS1,Cro,-5.643856331760446
1083,Cacu,ENO2,MLS1,Aan,-5.643856331760446
1084,Cacu,ENO2,MLS1,Cpo,-5.643856331760446
1085,Cacu,ENO2,MLS1,Oeu,-5.643856331760446
1086,Cacu,ENO2,MLS1,Cac,-5.643856331760446
1087,Cacu,ENO2,MLS1,Ani,-5.643856331760446
1088,Cacu,ENO2,MLS1,Ahu,-5.643856331760446
1089,Cacu,ENO2,MLS1,Rse,-5.643856331760446
1090,Cacu,ENO2,MLS1,Clo,-5.643856331760446
1091,Cacu,ENO2,MLS1,Ara,-5.643856331760446
1092,Cro,RPL15B,CCW12,Clo,-6.2684726128110135
1093,Cro,RPL15B,CCW12,Cpo,-6.2684726128110135
1094,Cro,RPL15B,CCW12,Oeu,-6.2684726128110135
1095,Cro,RPL15B,CCW12,Cac,-6.2684726128110135
1096,Cro,RPL15B,CCW12,Ani,-6.2684726128110135
1097,Cro,RPL15B,CCW12,Ahu,-6.2684726128110135
1098,Cro,RPL15B,CCW12,Rse,-6.2684726128110135
1099,Cro,RPL15B,CCW12,Ara,-6.2684726128110135
1100,Cro,RPL15B,CCW12,Aan,-6.2684726128110135
1101,Smus,PCK1,CCW12,Cpo,-7.218832656076863
1102,Smus,PCK1,CCW12,Oeu,-7.218832656076863
1103,Smus,PCK1,CCW12,Cro,-7.218832656076863
1104,Smus,PCK1,CCW12,Ara,-7.218832656076863
1105,Smus,PCK1,CCW12,Clo,-7.218832656076863
1106,Smus,PCK1,CCW12,Rse,-7.218832656076863
1107,Smus,PCK1,CCW12,Ahu,-7.218832656076863
1108,Smus,PCK1,CCW12,Cac,-7.218832656076863
1109,Cacu,RPL15B,CCW12,Cpo,-7.87204980880464
1110,Cacu,RPL15B,CCW12,Oeu,-7.87204980880464
1111,Cacu,RPL15B,CCW12,Cac,-7.87204980880464
1112,Cacu,RPL15B,CCW12,Ani,-7.87204980880464
1113,Cacu,RPL15B,CCW12,Ahu,-7.87204980880464
1114,Cacu,RPL15B,CCW12,Clo,-7.87204980880464
1115,Cacu,RPL15B,CCW12,Ara,-7.87204980880464
1116,Cacu,RPL15B,CCW12,Aan,-7.87204980880464
1117,Cacu,RPL15B,CCW12,Cro,-7.87204980880464
1118,Cacu,RPL15B,CCW12,Rse,-7.87204980880464
