ID,name,date,box,row,col,size,seq,concentration,volume,features,location,reference,comments,description
,,,9,E,9,,,,,,,,,
,,,9,F,1,,,,,,,,,
,,,9,F,2,,,,,,,,,
,,,9,F,3,,,,,,,,,
,,,9,F,4,,,,,,,,,
,,,9,F,5,,,,,,,,,
,,,9,F,6,,,,,,,,,
,,,9,F,7,,,,,,,,,
,,,9,F,8,,,,,,,,,
,,,9,F,9,,,,,,,,,
,,,9,G,1,,,,,,,,,
,,,9,G,2,,,,,,,,,
,,,9,G,3,,,,,,,,,
,,,9,G,4,,,,,,,,,
,,,9,G,5,,,,,,,,,
,,,9,G,6,,,,,,,,,
,,,9,G,7,,,,,,,,,
,,,9,G,8,,,,,,,,,
,,,9,G,9,,,,,,,,,
,,,9,H,1,,,,,,,,,
,,,9,H,2,,,,,,,,,
,,,9,H,3,,,,,,,,,
,,,9,H,4,,,,,,,,,
,,,9,H,5,,,,,,,,,
,,,9,H,6,,,,,,,,,
,,,9,H,7,,,,,,,,,
,,,9,H,8,,,,,,,,,
,,,9,H,9,,,,,,,,,
,,,9,I,1,,,,,,,,,
,,,9,I,2,,,,,,,,,
,,,9,I,3,,,,,,,,,
,,,9,I,4,,,,,,,,,
,,,9,I,5,,,,,,,,,
,,,9,I,6,,,,,,,,,
,,,9,I,7,,,,,,,,,
,,,9,I,8,,,,,,,,,
,,,9,I,9,,,,,,,,,
